NAME,state,county,Estimate!!Total!!Income in the past 12 months below poverty level!!75 to 84 years,Estimate!!Total!!Income in the past 12 months below poverty level!!60 to 74 years,Estimate!!Total!!Income in the past 12 months below poverty level!!85 years and over,Estimate!!Total!!Income in the past 12 months below poverty level,Estimate!!Total,Estimate!!Total!!Income in the past 12 months below poverty level!!6 to 11 years,Estimate!!Total!!Income in the past 12 months below poverty level!!Under 6 years,Estimate!!Total!!Income in the past 12 months below poverty level!!18 to 59 years,Estimate!!Total!!Income in the past 12 months below poverty level!!12 to 17 years,Estimate!!Total!!Income in the past 12 months at or above poverty level,Estimate!!Total!!Income in the past 12 months at or above poverty level!!6 to 11 years,Estimate!!Total!!Income in the past 12 months at or above poverty level!!Under 6 years,Estimate!!Total!!Income in the past 12 months at or above poverty level!!18 to 59 years,Estimate!!Total!!Income in the past 12 months at or above poverty level!!12 to 17 years,Estimate!!Total!!Income in the past 12 months at or above poverty level!!75 to 84 years,Estimate!!Total!!Income in the past 12 months at or above poverty level!!60 to 74 years,Estimate!!Total!!Income in the past 12 months at or above poverty level!!85 years and over
"Jackson County, Colorado",08,057,15.0,23.0,0.0,202.0,1290.0,53.0,14.0,77.0,20.0,1088.0,34.0,83.0,551.0,43.0,89.0,269.0,19.0
"Larimer County, Colorado",08,069,821.0,3548.0,504.0,39489.0,328456.0,2570.0,1811.0,27923.0,2312.0,288967.0,20074.0,19040.0,164571.0,20681.0,12364.0,47596.0,4641.0
"Montezuma County, Colorado",08,083,54.0,472.0,103.0,4140.0,25676.0,426.0,582.0,2021.0,482.0,21536.0,1299.0,1331.0,10522.0,1617.0,1312.0,4945.0,510.0
"San Miguel County, Colorado",08,113,14.0,57.0,0.0,708.0,7933.0,41.0,33.0,504.0,59.0,7225.0,481.0,369.0,4426.0,469.0,170.0,1281.0,29.0
"Boulder County, Colorado",08,013,684.0,3073.0,484.0,38546.0,309313.0,2156.0,2347.0,28041.0,1761.0,270767.0,19617.0,15801.0,157704.0,20426.0,9954.0,43144.0,4121.0
"Las Animas County, Colorado",08,071,147.0,353.0,78.0,2426.0,13340.0,190.0,168.0,1296.0,194.0,10914.0,673.0,537.0,5284.0,711.0,789.0,2711.0,209.0
"Yuma County, Colorado",08,125,152.0,147.0,68.0,1438.0,9925.0,187.0,292.0,514.0,78.0,8487.0,858.0,682.0,4364.0,580.0,340.0,1472.0,191.0
"Routt County, Colorado",08,107,125.0,420.0,16.0,2640.0,24578.0,103.0,118.0,1592.0,266.0,21938.0,1353.0,1272.0,13137.0,1499.0,629.0,3853.0,195.0
"Summit County, Colorado",08,117,31.0,293.0,27.0,3075.0,30311.0,162.0,283.0,2048.0,231.0,27236.0,1354.0,1270.0,17562.0,1697.0,804.0,4506.0,43.0
"Clear Creek County, Colorado",08,019,20.0,143.0,2.0,509.0,9248.0,15.0,27.0,274.0,28.0,8739.0,508.0,347.0,4826.0,532.0,404.0,2070.0,52.0
"Delta County, Colorado",08,029,168.0,855.0,132.0,5145.0,29172.0,430.0,659.0,2311.0,590.0,24027.0,1362.0,1224.0,10828.0,1856.0,1931.0,6029.0,797.0
"Pueblo County, Colorado",08,101,1002.0,3264.0,520.0,30467.0,160305.0,3188.0,3261.0,16090.0,3142.0,129838.0,8959.0,8161.0,68061.0,10249.0,7492.0,24193.0,2723.0
"Morgan County, Colorado",08,087,179.0,314.0,37.0,2787.0,27796.0,398.0,304.0,1395.0,160.0,25009.0,2134.0,2166.0,13193.0,2137.0,1263.0,3709.0,407.0
"Park County, Colorado",08,093,6.0,229.0,0.0,947.0,17240.0,31.0,111.0,488.0,82.0,16293.0,1088.0,789.0,8671.0,856.0,592.0,4102.0,195.0
"Mesa County, Colorado",08,077,496.0,2444.0,232.0,22978.0,146542.0,2425.0,2754.0,12822.0,1805.0,123564.0,8453.0,7423.0,64823.0,9506.0,7200.0,23005.0,3154.0
"Prowers County, Colorado",08,099,104.0,220.0,45.0,2218.0,11679.0,246.0,262.0,1124.0,217.0,9461.0,796.0,640.0,4839.0,809.0,459.0,1693.0,225.0
"El Paso County, Colorado",08,041,1524.0,6392.0,624.0,72948.0,668580.0,8935.0,8462.0,40225.0,6786.0,595632.0,47138.0,46658.0,342939.0,48581.0,21305.0,81202.0,7809.0
"Washington County, Colorado",08,121,47.0,53.0,16.0,480.0,4494.0,60.0,76.0,213.0,15.0,4014.0,297.0,206.0,1965.0,403.0,272.0,780.0,91.0
"Arapahoe County, Colorado",08,005,1421.0,5463.0,742.0,56802.0,630163.0,6117.0,6419.0,31444.0,5196.0,573361.0,45434.0,42297.0,333712.0,45628.0,19101.0,80063.0,7126.0
"Broomfield County, Colorado",08,014,199.0,325.0,10.0,3296.0,65818.0,229.0,133.0,2044.0,356.0,62522.0,5322.0,4461.0,36562.0,5186.0,2114.0,8041.0,836.0
"New Haven County, Connecticut",09,009,3375.0,10047.0,1791.0,98855.0,832858.0,10065.0,10376.0,53916.0,9285.0,734003.0,47460.0,42621.0,410489.0,55173.0,35775.0,124562.0,17923.0
"Tolland County, Connecticut",09,013,292.0,959.0,115.0,9390.0,135909.0,299.0,471.0,6744.0,510.0,126519.0,8277.0,7042.0,70994.0,10055.0,6273.0,21873.0,2005.0
"Hartford County, Connecticut",09,003,3938.0,10747.0,2317.0,97063.0,872612.0,9423.0,9349.0,50988.0,10301.0,775549.0,53179.0,46612.0,434814.0,59418.0,37741.0,125160.0,18625.0
"Windham County, Connecticut",09,015,359.0,1502.0,221.0,11691.0,111235.0,1129.0,1068.0,6497.0,915.0,99544.0,6535.0,5804.0,56316.0,7518.0,4244.0,17244.0,1883.0
"Middlesex County, Connecticut",09,007,311.0,1770.0,286.0,10909.0,157983.0,845.0,858.0,6059.0,780.0,147074.0,8970.0,7363.0,80617.0,10961.0,8013.0,27566.0,3584.0
"New Castle County, Delaware",10,003,1842.0,5618.0,630.0,61530.0,538286.0,6691.0,6405.0,34853.0,5491.0,476756.0,33481.0,31469.0,271750.0,35592.0,21196.0,74605.0,8663.0
"Sussex County, Delaware",10,005,842.0,3713.0,477.0,25300.0,216204.0,2895.0,3136.0,11907.0,2330.0,190904.0,10589.0,10035.0,89047.0,11898.0,15248.0,49708.0,4379.0
"District of Columbia, District of Columbia",11,001,3665.0,12450.0,1553.0,109497.0,650912.0,9779.0,11137.0,62121.0,8792.0,541415.0,27123.0,40050.0,356663.0,23056.0,19555.0,66647.0,8321.0
"Okaloosa County, Florida",12,091,555.0,2395.0,260.0,22425.0,194963.0,2460.0,2639.0,11975.0,2141.0,172538.0,12450.0,12914.0,96759.0,11351.0,8969.0,27233.0,2862.0
"Taylor County, Florida",12,123,178.0,654.0,7.0,3568.0,18047.0,517.0,290.0,1586.0,336.0,14479.0,965.0,744.0,6930.0,1192.0,1198.0,3218.0,232.0
"Washington County, Florida",12,133,108.0,593.0,71.0,4901.0,21863.0,589.0,477.0,2700.0,363.0,16962.0,1182.0,1118.0,8766.0,1111.0,1084.0,3336.0,365.0
"Duval County, Florida",12,031,3358.0,14771.0,1539.0,139758.0,903209.0,17125.0,18880.0,71288.0,12797.0,763451.0,52404.0,53718.0,451170.0,51416.0,29386.0,113542.0,11815.0
"Bradford County, Florida",12,007,181.0,636.0,64.0,4743.0,23322.0,513.0,595.0,2227.0,527.0,18579.0,1232.0,1107.0,9401.0,1356.0,1340.0,3729.0,414.0
"Brevard County, Florida",12,009,3199.0,10654.0,1625.0,72520.0,570141.0,6027.0,6657.0,37627.0,6731.0,497621.0,28000.0,25864.0,252929.0,31858.0,39373.0,103786.0,15811.0
"Clay County, Florida",12,019,565.0,2274.0,280.0,21831.0,205316.0,2382.0,1998.0,12137.0,2195.0,183485.0,14326.0,11798.0,101906.0,15777.0,8117.0,29408.0,2153.0
"Lafayette County, Florida",12,067,57.0,246.0,3.0,1444.0,7180.0,90.0,232.0,753.0,63.0,5736.0,404.0,545.0,2950.0,608.0,260.0,846.0,123.0
"Lake County, Florida",12,069,2020.0,6653.0,798.0,41335.0,331345.0,4623.0,4047.0,19256.0,3938.0,290010.0,16560.0,15974.0,136924.0,19602.0,28393.0,64327.0,8230.0
"Nassau County, Florida",12,089,535.0,1100.0,133.0,8167.0,79857.0,578.0,712.0,4341.0,768.0,71690.0,4877.0,3882.0,36802.0,5142.0,4190.0,15640.0,1157.0
"Pinellas County, Florida",12,103,7275.0,20525.0,3364.0,123097.0,943631.0,9489.0,11089.0,62472.0,8883.0,820534.0,42089.0,39929.0,427905.0,45612.0,61871.0,173856.0,29272.0
"Polk County, Florida",12,105,4479.0,11957.0,1821.0,108755.0,655361.0,13426.0,13378.0,52117.0,11577.0,546606.0,36167.0,33624.0,283367.0,39178.0,38237.0,104101.0,11932.0
"St. Lucie County, Florida",12,111,2392.0,6320.0,899.0,45516.0,302668.0,4103.0,5295.0,22752.0,3755.0,257152.0,16248.0,13753.0,128506.0,18121.0,20497.0,52033.0,7994.0
"Glades County, Florida",12,043,209.0,410.0,72.0,2061.0,12125.0,192.0,141.0,857.0,180.0,10064.0,714.0,331.0,4916.0,538.0,1035.0,2272.0,258.0
"Hendry County, Florida",12,051,202.0,973.0,165.0,10584.0,39441.0,1373.0,1356.0,5585.0,930.0,28857.0,2445.0,2052.0,16275.0,2580.0,1408.0,3674.0,423.0
"Indian River County, Florida",12,061,834.0,3796.0,639.0,18162.0,149408.0,1814.0,1273.0,8108.0,1698.0,131246.0,6753.0,6507.0,56567.0,6651.0,14194.0,33794.0,6780.0
"Jackson County, Florida",12,063,317.0,814.0,126.0,8345.0,40430.0,632.0,1112.0,4580.0,764.0,32085.0,2209.0,1628.0,15900.0,2356.0,2422.0,6904.0,666.0
"Palm Beach County, Florida",12,099,10118.0,24966.0,5370.0,182863.0,1426598.0,18240.0,18513.0,89735.0,15921.0,1243735.0,74426.0,69114.0,638974.0,80142.0,103168.0,227866.0,50045.0
"St. Johns County, Florida",12,109,704.0,2733.0,304.0,19660.0,232900.0,1365.0,1298.0,11635.0,1621.0,213240.0,15864.0,13064.0,110335.0,17283.0,11791.0,40652.0,4251.0
"Seminole County, Florida",12,117,1519.0,6165.0,1087.0,51442.0,450947.0,5342.0,4535.0,28448.0,4346.0,399505.0,26791.0,24295.0,232008.0,30331.0,16376.0,62092.0,7612.0
"Miami-Dade County, Florida",12,086,29506.0,70427.0,13790.0,482656.0,2676124.0,44324.0,46996.0,235911.0,41702.0,2193468.0,135740.0,137400.0,1324883.0,142791.0,103584.0,303798.0,45272.0
"Bay County, Florida",12,005,843.0,2910.0,381.0,26376.0,179926.0,2727.0,3125.0,14183.0,2207.0,153550.0,10209.0,10487.0,86154.0,10037.0,8165.0,25733.0,2765.0
"Flagler County, Florida",12,035,537.0,1958.0,364.0,12575.0,106005.0,1016.0,807.0,6461.0,1432.0,93430.0,4952.0,4246.0,41478.0,5519.0,9057.0,25221.0,2957.0
"Franklin County, Florida",12,037,56.0,206.0,27.0,2091.0,10125.0,255.0,241.0,1076.0,230.0,8034.0,419.0,342.0,3772.0,432.0,611.0,2215.0,243.0
"Hamilton County, Florida",12,047,119.0,433.0,13.0,3243.0,10987.0,414.0,394.0,1602.0,268.0,7744.0,587.0,447.0,3939.0,575.0,501.0,1527.0,168.0
"Liberty County, Florida",12,077,71.0,148.0,4.0,906.0,6945.0,37.0,72.0,536.0,38.0,6039.0,425.0,350.0,3304.0,391.0,307.0,1174.0,88.0
"Sumter County, Florida",12,119,1060.0,2813.0,363.0,9839.0,111523.0,700.0,778.0,3657.0,468.0,101684.0,2615.0,1563.0,21581.0,2481.0,19807.0,48947.0,4690.0
"Gadsden County, Florida",12,039,222.0,736.0,136.0,10482.0,42666.0,1555.0,1325.0,5290.0,1218.0,32184.0,1840.0,1827.0,16605.0,1907.0,1984.0,7307.0,714.0
"Holmes County, Florida",12,059,168.0,602.0,71.0,4486.0,17533.0,357.0,375.0,2430.0,483.0,13047.0,1022.0,635.0,6459.0,803.0,1029.0,2773.0,326.0
"Lee County, Florida",12,071,5011.0,14241.0,1882.0,98969.0,708633.0,9174.0,10972.0,47951.0,9738.0,609664.0,32902.0,28904.0,284909.0,36167.0,58504.0,147813.0,20465.0
"Marion County, Florida",12,083,2557.0,7491.0,1053.0,56264.0,338000.0,6567.0,6406.0,27059.0,5131.0,281736.0,15158.0,14145.0,126278.0,16237.0,30467.0,69828.0,9623.0
"Collier County, Florida",12,021,2627.0,5431.0,1042.0,44308.0,360390.0,5321.0,5002.0,21119.0,3766.0,316082.0,16116.0,14168.0,139290.0,18860.0,37473.0,76909.0,13266.0
"Orange County, Florida",12,095,5050.0,17083.0,2157.0,207125.0,1287834.0,21464.0,23795.0,116998.0,20578.0,1080709.0,76613.0,71828.0,665013.0,78524.0,35774.0,138399.0,14558.0
"Pasco County, Florida",12,101,3264.0,10250.0,1446.0,67545.0,502183.0,6138.0,6290.0,34090.0,6067.0,434638.0,28262.0,25179.0,220409.0,30236.0,33588.0,85358.0,11606.0
"Highlands County, Florida",12,055,825.0,2972.0,352.0,19331.0,100625.0,2107.0,1652.0,9326.0,2097.0,81294.0,3758.0,3853.0,31997.0,3888.0,12364.0,21289.0,4145.0
"Suwannee County, Florida",12,121,103.0,822.0,114.0,7530.0,42194.0,1234.0,892.0,3647.0,718.0,34664.0,2521.0,1790.0,17868.0,2161.0,2684.0,7089.0,551.0
"DeSoto County, Florida",12,027,293.0,949.0,108.0,9824.0,34529.0,1063.0,943.0,5751.0,717.0,24705.0,1407.0,1356.0,12006.0,1382.0,2462.0,5511.0,581.0
"Calhoun County, Florida",12,013,60.0,310.0,68.0,1509.0,12344.0,64.0,80.0,772.0,155.0,10835.0,962.0,701.0,5377.0,1048.0,666.0,1899.0,182.0
"Columbia County, Florida",12,023,475.0,1322.0,169.0,11115.0,64026.0,1502.0,1451.0,5338.0,858.0,52911.0,3566.0,3652.0,27161.0,3772.0,3145.0,10525.0,1090.0
"Dixie County, Florida",12,029,32.0,547.0,18.0,3398.0,14735.0,348.0,287.0,1898.0,268.0,11337.0,795.0,439.0,4956.0,770.0,1224.0,2930.0,223.0
"Putnam County, Florida",12,107,590.0,2168.0,215.0,17653.0,71161.0,1777.0,2288.0,8860.0,1755.0,53508.0,3179.0,2647.0,25866.0,3435.0,4773.0,12561.0,1047.0
"Union County, Florida",12,125,70.0,85.0,9.0,2131.0,9701.0,287.0,421.0,993.0,266.0,7570.0,548.0,607.0,3738.0,719.0,369.0,1368.0,221.0
"Manatee County, Florida",12,081,2160.0,6169.0,1235.0,46034.0,369579.0,5199.0,4685.0,22210.0,4376.0,323545.0,18574.0,17238.0,153069.0,19024.0,29666.0,74968.0,11006.0
"Levy County, Florida",12,075,339.0,1266.0,82.0,8177.0,39479.0,934.0,937.0,3867.0,752.0,31302.0,1874.0,1480.0,15190.0,1787.0,2464.0,7638.0,869.0
"Baker County, Florida",12,003,71.0,299.0,37.0,3664.0,25046.0,260.0,446.0,1991.0,560.0,21382.0,1498.0,1484.0,11512.0,2311.0,796.0,3615.0,166.0
"Volusia County, Florida",12,127,3656.0,11176.0,2039.0,78700.0,517645.0,6759.0,7276.0,41721.0,6073.0,438945.0,24546.0,21687.0,221250.0,26026.0,33784.0,97106.0,14546.0
"Leon County, Florida",12,073,711.0,3119.0,300.0,56104.0,275557.0,3386.0,3868.0,41975.0,2745.0,219453.0,14249.0,13674.0,130081.0,15257.0,8349.0,34496.0,3347.0
"Madison County, Florida",12,079,232.0,593.0,30.0,4603.0,16348.0,519.0,590.0,2291.0,348.0,11745.0,677.0,547.0,5989.0,686.0,855.0,2765.0,226.0
"Escambia County, Florida",12,033,1100.0,3975.0,445.0,40780.0,293257.0,4526.0,5374.0,21049.0,4311.0,252477.0,16204.0,16351.0,139844.0,16950.0,13830.0,44784.0,4514.0
"Hernando County, Florida",12,053,1473.0,4395.0,534.0,25718.0,180095.0,2241.0,2065.0,12967.0,2043.0,154377.0,8940.0,7601.0,71269.0,10198.0,15010.0,35830.0,5529.0
"Calhoun County, Georgia",13,037,60.0,143.0,18.0,1326.0,4468.0,148.0,125.0,688.0,144.0,3142.0,272.0,118.0,1437.0,278.0,192.0,740.0,105.0
"Macon County, Georgia",13,193,123.0,372.0,26.0,3129.0,11500.0,353.0,388.0,1579.0,288.0,8371.0,498.0,523.0,4476.0,561.0,365.0,1825.0,123.0
"Bleckley County, Georgia",13,023,39.0,353.0,14.0,2347.0,11282.0,220.0,277.0,1100.0,344.0,8935.0,658.0,538.0,4726.0,607.0,685.0,1602.0,119.0
"Bibb County, Georgia",13,021,983.0,3611.0,527.0,37664.0,146835.0,4759.0,5495.0,18189.0,4100.0,109171.0,8147.0,7035.0,59878.0,7534.0,5041.0,19021.0,2515.0
"Marion County, Georgia",13,197,110.0,212.0,0.0,1755.0,8356.0,226.0,198.0,932.0,77.0,6601.0,379.0,372.0,3521.0,353.0,479.0,1450.0,47.0
"Schley County, Georgia",13,249,48.0,123.0,27.0,1111.0,5211.0,154.0,103.0,541.0,115.0,4100.0,262.0,238.0,2325.0,362.0,196.0,641.0,76.0
"Dooly County, Georgia",13,093,146.0,346.0,66.0,3086.0,12563.0,423.0,305.0,1484.0,316.0,9477.0,466.0,387.0,5060.0,612.0,519.0,2202.0,231.0
"Franklin County, Georgia",13,119,176.0,663.0,45.0,5434.0,21913.0,566.0,622.0,2930.0,432.0,16479.0,1000.0,959.0,8593.0,1294.0,1105.0,3170.0,358.0
"Effingham County, Georgia",13,103,191.0,495.0,67.0,4977.0,58142.0,712.0,495.0,2456.0,561.0,53165.0,4319.0,4275.0,30737.0,5128.0,1488.0,6755.0,463.0
"Lamar County, Georgia",13,171,77.0,689.0,11.0,3471.0,17159.0,300.0,273.0,1732.0,389.0,13688.0,887.0,831.0,7745.0,1025.0,660.0,2260.0,280.0
"Emanuel County, Georgia",13,107,199.0,553.0,15.0,5851.0,21680.0,661.0,718.0,2997.0,708.0,15829.0,1097.0,1053.0,8646.0,1346.0,874.0,2624.0,189.0
"Quitman County, Georgia",13,239,38.0,55.0,29.0,517.0,2276.0,70.0,53.0,183.0,89.0,1759.0,48.0,83.0,799.0,78.0,203.0,508.0,40.0
"Jasper County, Georgia",13,159,172.0,234.0,0.0,2415.0,13532.0,365.0,106.0,1367.0,171.0,11117.0,790.0,777.0,5824.0,924.0,517.0,2117.0,168.0
"Johnson County, Georgia",13,167,62.0,285.0,22.0,2131.0,9421.0,190.0,305.0,1123.0,144.0,7290.0,422.0,363.0,4117.0,443.0,335.0,1403.0,207.0
"Liberty County, Georgia",13,179,275.0,670.0,56.0,10043.0,59942.0,998.0,1804.0,5195.0,1045.0,49899.0,4544.0,5212.0,29614.0,3821.0,1137.0,5338.0,233.0
"Mitchell County, Georgia",13,205,165.0,742.0,31.0,4811.0,20036.0,647.0,560.0,2165.0,501.0,15225.0,1250.0,883.0,8192.0,1195.0,863.0,2492.0,350.0
"Seminole County, Georgia",13,253,82.0,314.0,18.0,2034.0,8335.0,335.0,180.0,858.0,247.0,6301.0,417.0,321.0,3180.0,309.0,391.0,1445.0,238.0
"Tift County, Georgia",13,277,131.0,952.0,174.0,9516.0,38528.0,1401.0,1541.0,4386.0,931.0,29012.0,1957.0,1857.0,16384.0,2292.0,1507.0,4622.0,393.0
"Twiggs County, Georgia",13,289,82.0,488.0,12.0,2138.0,8203.0,142.0,140.0,1155.0,119.0,6065.0,395.0,332.0,3038.0,452.0,480.0,1294.0,74.0
"Polk County, Georgia",13,233,106.0,573.0,94.0,7367.0,41157.0,1160.0,925.0,3628.0,881.0,33790.0,2440.0,2394.0,18400.0,2700.0,1770.0,5699.0,387.0
"Talbot County, Georgia",13,263,68.0,190.0,27.0,1204.0,6320.0,90.0,128.0,642.0,59.0,5116.0,226.0,195.0,2555.0,379.0,381.0,1301.0,79.0
"Taylor County, Georgia",13,269,162.0,404.0,44.0,2119.0,8061.0,133.0,217.0,1007.0,152.0,5942.0,355.0,219.0,3315.0,577.0,284.0,1052.0,140.0
"Terrell County, Georgia",13,273,26.0,211.0,26.0,2713.0,8511.0,452.0,358.0,1333.0,307.0,5798.0,285.0,341.0,3019.0,294.0,388.0,1296.0,175.0
"Thomas County, Georgia",13,275,374.0,641.0,75.0,9135.0,43838.0,1059.0,1126.0,4941.0,919.0,34703.0,2400.0,2166.0,18169.0,2786.0,1784.0,6679.0,719.0
"Toombs County, Georgia",13,279,170.0,680.0,107.0,6324.0,26662.0,760.0,829.0,3050.0,728.0,20338.0,1762.0,1357.0,10746.0,1623.0,1021.0,3417.0,412.0
"Wilkinson County, Georgia",13,319,59.0,262.0,48.0,2241.0,8958.0,341.0,135.0,1119.0,277.0,6717.0,375.0,430.0,3562.0,497.0,393.0,1285.0,175.0
"Ben Hill County, Georgia",13,017,148.0,706.0,30.0,5304.0,16791.0,732.0,509.0,2276.0,903.0,11487.0,630.0,639.0,6359.0,894.0,639.0,2137.0,189.0
"Burke County, Georgia",13,033,139.0,542.0,58.0,5523.0,22244.0,796.0,786.0,2469.0,733.0,16721.0,998.0,1105.0,9345.0,1358.0,771.0,2948.0,196.0
"Catoosa County, Georgia",13,047,280.0,870.0,51.0,6425.0,65474.0,516.0,597.0,3456.0,655.0,59049.0,4409.0,3792.0,31625.0,5126.0,3332.0,10061.0,704.0
"Chattahoochee County, Georgia",13,053,0.0,40.0,8.0,1201.0,7162.0,175.0,261.0,593.0,124.0,5961.0,659.0,750.0,3612.0,306.0,124.0,502.0,8.0
"Chattooga County, Georgia",13,055,347.0,630.0,46.0,4533.0,22803.0,375.0,476.0,2282.0,377.0,18270.0,1491.0,1087.0,9578.0,1467.0,948.0,3385.0,314.0
"Columbia County, Georgia",13,073,325.0,1325.0,101.0,12954.0,146520.0,1368.0,1120.0,7040.0,1675.0,133566.0,10873.0,10358.0,74715.0,12004.0,4823.0,19207.0,1586.0
"Decatur County, Georgia",13,087,267.0,667.0,103.0,6449.0,25613.0,616.0,903.0,3302.0,591.0,19164.0,1614.0,1129.0,10382.0,1620.0,1119.0,3106.0,194.0
"Floyd County, Georgia",13,115,224.0,1471.0,248.0,17670.0,92699.0,2273.0,1985.0,9391.0,2078.0,75029.0,5379.0,4745.0,40050.0,5862.0,4285.0,13248.0,1460.0
"Forsyth County, Georgia",13,117,469.0,1643.0,173.0,12863.0,219072.0,1719.0,1399.0,6319.0,1141.0,206209.0,20057.0,15564.0,115662.0,21974.0,6669.0,24544.0,1739.0
"Habersham County, Georgia",13,137,463.0,920.0,54.0,6041.0,41670.0,532.0,635.0,2961.0,476.0,35629.0,2683.0,2414.0,17917.0,3199.0,2149.0,6635.0,632.0
"Lowndes County, Georgia",13,185,826.0,2128.0,167.0,27819.0,110478.0,3417.0,3430.0,16015.0,1836.0,82659.0,6390.0,5976.0,49157.0,6095.0,2984.0,10888.0,1169.0
"Meriwether County, Georgia",13,199,164.0,547.0,51.0,4503.0,20951.0,394.0,373.0,2497.0,477.0,16448.0,1107.0,986.0,8488.0,1188.0,1076.0,3339.0,264.0
"Monroe County, Georgia",13,207,251.0,604.0,65.0,3615.0,25979.0,230.0,180.0,2044.0,241.0,22364.0,1717.0,1396.0,11930.0,1803.0,1018.0,4160.0,340.0
"Sumter County, Georgia",13,261,206.0,855.0,90.0,7860.0,28276.0,1398.0,755.0,3660.0,896.0,20416.0,1108.0,1510.0,11220.0,1229.0,1032.0,3818.0,499.0
"Taliaferro County, Georgia",13,265,6.0,55.0,18.0,466.0,1662.0,67.0,39.0,262.0,19.0,1196.0,31.0,17.0,650.0,66.0,108.0,277.0,47.0
"Baker County, Georgia",13,007,59.0,129.0,7.0,680.0,3189.0,34.0,51.0,359.0,41.0,2509.0,165.0,124.0,1204.0,215.0,118.0,636.0,47.0
"Butts County, Georgia",13,035,73.0,391.0,44.0,4985.0,20946.0,595.0,646.0,2686.0,550.0,15961.0,1151.0,740.0,8843.0,1210.0,949.0,2878.0,190.0
"Candler County, Georgia",13,043,87.0,193.0,7.0,3457.0,10541.0,400.0,559.0,1798.0,413.0,7084.0,424.0,314.0,3775.0,581.0,390.0,1498.0,102.0
"Carroll County, Georgia",13,045,408.0,1865.0,271.0,21088.0,112174.0,2422.0,2187.0,11448.0,2487.0,91086.0,6249.0,6491.0,52213.0,7529.0,4077.0,13590.0,937.0
"Crawford County, Georgia",13,079,102.0,382.0,21.0,2398.0,12190.0,212.0,194.0,1240.0,247.0,9792.0,478.0,588.0,5544.0,884.0,506.0,1700.0,92.0
"Crisp County, Georgia",13,081,149.0,467.0,70.0,6896.0,22355.0,969.0,718.0,3821.0,702.0,15459.0,1120.0,941.0,7663.0,1107.0,1080.0,3286.0,262.0
"Coweta County, Georgia",13,077,354.0,1304.0,129.0,15417.0,139431.0,1746.0,1983.0,8051.0,1850.0,124014.0,10294.0,8221.0,70146.0,10638.0,4832.0,18535.0,1348.0
"Cobb County, Georgia",13,067,1581.0,5830.0,581.0,73439.0,733722.0,8461.0,8115.0,41255.0,7616.0,660283.0,51937.0,48809.0,390800.0,53140.0,20268.0,88245.0,7084.0
"Dade County, Georgia",13,083,173.0,430.0,14.0,2235.0,14839.0,162.0,136.0,1116.0,204.0,12604.0,695.0,724.0,6714.0,1049.0,654.0,2488.0,280.0
"Walton County, Georgia",13,297,383.0,1188.0,76.0,11500.0,88896.0,1447.0,1370.0,5493.0,1543.0,77396.0,5623.0,5424.0,43014.0,6882.0,3507.0,11879.0,1067.0
"Brooks County, Georgia",13,027,202.0,512.0,92.0,4188.0,15509.0,553.0,415.0,1827.0,587.0,11321.0,512.0,571.0,6015.0,742.0,802.0,2603.0,76.0
"Dodge County, Georgia",13,091,189.0,630.0,104.0,4447.0,18847.0,503.0,379.0,2182.0,460.0,14400.0,887.0,833.0,8078.0,991.0,895.0,2522.0,194.0
"Elbert County, Georgia",13,105,166.0,464.0,73.0,3697.0,18922.0,325.0,443.0,1839.0,387.0,15225.0,919.0,920.0,7959.0,1137.0,1000.0,2989.0,301.0
"Fayette County, Georgia",13,113,285.0,670.0,157.0,6190.0,110523.0,758.0,521.0,3117.0,682.0,104333.0,7900.0,5512.0,55410.0,10390.0,4784.0,18712.0,1625.0
"Jenkins County, Georgia",13,165,13.0,183.0,62.0,2561.0,8752.0,245.0,635.0,1364.0,59.0,6191.0,386.0,271.0,3188.0,444.0,207.0,1583.0,112.0
"Newton County, Georgia",13,217,172.0,1636.0,59.0,18822.0,105074.0,2743.0,2147.0,9768.0,2297.0,86252.0,7484.0,6174.0,48290.0,7283.0,3198.0,12612.0,1211.0
"Pickens County, Georgia",13,227,192.0,405.0,130.0,2928.0,30589.0,283.0,194.0,1490.0,234.0,27661.0,2046.0,1586.0,14493.0,1978.0,1642.0,5644.0,272.0
"Colquitt County, Georgia",13,071,283.0,809.0,112.0,11318.0,44824.0,1797.0,1418.0,5673.0,1226.0,33506.0,2447.0,2116.0,18605.0,2707.0,1825.0,5386.0,420.0
"Dawson County, Georgia",13,085,59.0,293.0,11.0,2045.0,23595.0,151.0,192.0,1262.0,77.0,21550.0,1131.0,1452.0,10993.0,1903.0,1196.0,4578.0,297.0
"Clayton County, Georgia",13,063,646.0,3563.0,276.0,54635.0,272704.0,8382.0,8612.0,26290.0,6866.0,218069.0,17287.0,16831.0,131739.0,19009.0,5053.0,26507.0,1643.0
"Hall County, Georgia",13,139,658.0,2377.0,294.0,28319.0,193957.0,4048.0,3811.0,13605.0,3526.0,165638.0,13154.0,11450.0,92079.0,14424.0,7727.0,24615.0,2189.0
"Heard County, Georgia",13,149,69.0,252.0,56.0,1787.0,11430.0,172.0,139.0,880.0,219.0,9643.0,736.0,651.0,5314.0,705.0,411.0,1683.0,143.0
"Hancock County, Georgia",13,141,180.0,231.0,5.0,1426.0,5910.0,162.0,43.0,553.0,252.0,4484.0,297.0,249.0,1767.0,205.0,373.0,1476.0,117.0
